Eligibility Year,Eligibility Month,Economic Region,Aid Category,Dual Eligible,Managed Care vs. Fee For Service,Plan Name,Plan Type,Gender,Age Group,Race,Number of Recipients
2013,3,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,BLACK,4
2013,3,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,HISPANIC,4
2013,3,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,OTHER,1
2013,3,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,WHITE,1
2013,3,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,ASIAN,5
2013,3,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,BLACK,33
2013,3,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,HISPANIC,50
2013,3,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,OTHER,10
2013,3,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,WHITE,12
2013,3,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,ASIAN,5
2013,3,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,BLACK,31
2013,3,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,HISPANIC,54
2013,3,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,NATIVE AMERICAN,1
2013,3,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,OTHER,15
2013,3,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,WHITE,7
2013,3,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,ASIAN,90
2013,3,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,BLACK,91
2013,3,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,HISPANIC,266
2013,3,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,NATIVE AMERICAN,1
2013,3,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,OTHER,42
2013,3,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,WHITE,36
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,00-20,ASIAN,15682
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,00-20,BLACK,29832
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,00-20,HISPANIC,56454
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,00-20,NATIVE AMERICAN,176
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,00-20,OTHER,41339
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,00-20,WHITE,9891
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,ASIAN,15584
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,BLACK,23395
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,HISPANIC,36274
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,NATIVE AMERICAN,103
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,OTHER,27513
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,WHITE,7333
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,ASIAN,9266
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,BLACK,8399
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,HISPANIC,18134
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,NATIVE AMERICAN,67
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,OTHER,10724
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,WHITE,2579
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,ASIAN,227
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,BLACK,48
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,HISPANIC,183
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,OTHER,50
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,WHITE,20
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,ASIAN,16952
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,BLACK,28293
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,HISPANIC,54497
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,NATIVE AMERICAN,192
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,OTHER,42229
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,WHITE,10083
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,ASIAN,9801
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,BLACK,9210
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,HISPANIC,13100
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,NATIVE AMERICAN,57
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,OTHER,14633
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,WHITE,5307
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,ASIAN,7762
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,BLACK,5847
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,HISPANIC,9762
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,NATIVE AMERICAN,43
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,OTHER,7207
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,WHITE,2372
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,ASIAN,232
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,BLACK,33
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,HISPANIC,126
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,NATIVE AMERICAN,1
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,OTHER,61
2013,3,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,WHITE,24
2013,3,New York City,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,00-20,HISPANIC,3
2013,3,New York City,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,00-20,OTHER,1
2013,3,New York City,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,00-20,WHITE,1
2013,3,New York City,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,ASIAN,2
2013,3,New York City,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,BLACK,29
2013,3,New York City,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,HISPANIC,39
2013,3,New York City,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,OTHER,7
2013,3,New York City,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,WHITE,7
2013,3,New York City,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,ASIAN,4
2013,3,New York City,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,BLACK,41
2013,3,New York City,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,HISPANIC,75
2013,3,New York City,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,OTHER,7
2013,3,New York City,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,WHITE,17
2013,3,New York City,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,ASIAN,33
2013,3,New York City,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,BLACK,15
2013,3,New York City,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,HISPANIC,44
2013,3,New York City,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,OTHER,8
2013,3,New York City,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,WHITE,9
2013,3,New York City,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,BLACK,1
2013,3,New York City,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,HISPANIC,2
2013,3,New York City,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,OTHER,1
2013,3,New York City,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,ASIAN,2
2013,3,New York City,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,BLACK,15
2013,3,New York City,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,HISPANIC,25
2013,3,New York City,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,OTHER,13
2013,3,New York City,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,WHITE,4
2013,3,New York City,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,ASIAN,7
2013,3,New York City,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,BLACK,27
2013,3,New York City,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,HISPANIC,53
2013,3,New York City,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,OTHER,9
2013,3,New York City,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,WHITE,10
2013,3,New York City,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,ASIAN,33
2013,3,New York City,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,BLACK,7
2013,3,New York City,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,HISPANIC,29
2013,3,New York City,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,OTHER,8
2013,3,New York City,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,WHITE,6
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,00-20,ASIAN,6
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,00-20,BLACK,132
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,00-20,HISPANIC,145
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,00-20,NATIVE AMERICAN,1
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,00-20,OTHER,74
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,00-20,WHITE,87
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,ASIAN,9
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,BLACK,194
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,HISPANIC,101
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,NATIVE AMERICAN,5
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,OTHER,54
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,WHITE,196
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,ASIAN,29
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,BLACK,331
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,HISPANIC,231
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,NATIVE AMERICAN,5
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,OTHER,60
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,WHITE,456
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,ASIAN,111
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,BLACK,121
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,HISPANIC,234
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,NATIVE AMERICAN,8
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,OTHER,33
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,WHITE,56
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,ASIAN,13
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,BLACK,255
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,HISPANIC,244
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,NATIVE AMERICAN,7
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,OTHER,141
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,WHITE,198
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,ASIAN,5
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,BLACK,157
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,HISPANIC,96
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,NATIVE AMERICAN,3
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,OTHER,51
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,WHITE,182
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,ASIAN,13
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,BLACK,251
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,HISPANIC,117
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,NATIVE AMERICAN,4
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,OTHER,54
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,WHITE,403
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,ASIAN,80
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,BLACK,39
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,HISPANIC,86
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,NATIVE AMERICAN,3
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,OTHER,18
2013,4,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,WHITE,19
2013,4,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,BLACK,5
2013,4,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,HISPANIC,1
2013,4,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,OTHER,1
2013,4,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,WHITE,3
2013,4,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,BLACK,7
2013,4,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,HISPANIC,4
2013,4,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,NATIVE AMERICAN,1
2013,4,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,OTHER,1
2013,4,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,WHITE,10
2013,4,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,ASIAN,13
2013,4,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,BLACK,9
2013,4,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,HISPANIC,24
2013,4,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,OTHER,3
2013,4,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,WHITE,9
2013,4,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,BLACK,3
2013,4,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,HISPANIC,7
2013,4,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,WHITE,3
2013,4,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,BLACK,2
2013,4,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,HISPANIC,1
2013,4,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,OTHER,1
2013,4,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,WHITE,8
2013,4,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,ASIAN,6
2013,4,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,BLACK,3
2013,4,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,HISPANIC,8
2013,4,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,NATIVE AMERICAN,1
2013,4,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,WHITE,6
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,00-20,ASIAN,610
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,00-20,BLACK,2560
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,00-20,HISPANIC,7672
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,00-20,NATIVE AMERICAN,38
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,00-20,OTHER,5204
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,00-20,WHITE,2253
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,ASIAN,423
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,BLACK,1620
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,HISPANIC,2871
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,NATIVE AMERICAN,25
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,OTHER,2099
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,WHITE,1697
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,ASIAN,329
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,BLACK,620
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,HISPANIC,975
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,NATIVE AMERICAN,12
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,OTHER,653
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,WHITE,756
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,ASIAN,26
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,BLACK,29
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,HISPANIC,50
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,NATIVE AMERICAN,2
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,OTHER,14
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,WHITE,7
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,ASIAN,677
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,BLACK,2431
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,HISPANIC,7755
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,NATIVE AMERICAN,31
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,OTHER,5070
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,WHITE,2262
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,ASIAN,259
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,BLACK,757
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,HISPANIC,906
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,NATIVE AMERICAN,13
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,OTHER,983
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,WHITE,998
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,ASIAN,216
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,BLACK,480
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,HISPANIC,491
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,NATIVE AMERICAN,10
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,OTHER,450
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,WHITE,752
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,ASIAN,23
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,BLACK,12
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,HISPANIC,21
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,OTHER,1
2013,4,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,WHITE,4
2013,4,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,BLACK,3
2013,4,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,HISPANIC,3
2013,4,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,OTHER,2
2013,4,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,WHITE,5
2013,4,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,BLACK,3
2013,4,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,HISPANIC,2
2013,4,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,WHITE,6
2013,4,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,ASIAN,2
2013,4,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,BLACK,4
2013,4,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,HISPANIC,9
2013,4,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,NATIVE AMERICAN,1
2013,4,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,WHITE,3
2013,4,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,BLACK,1
2013,4,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,BLACK,4
2013,4,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,HISPANIC,1
2013,4,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,OTHER,1
2013,4,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,BLACK,1
2013,4,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,HISPANIC,3
2013,4,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,OTHER,1
2013,4,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,WHITE,5
